1,7509494.947,4727023.859
2,7509496.125,4727020.037
3,7509493.736,4727019.3
4,7509492.558,4727023.123
5,7509487.827,4727021.665
6,7509489.005,4727017.843
7,7509486.616,4727017.106
8,7509485.438,4727020.929
9,7509480.708,4727019.471
10,7509481.886,4727015.648
11,7509479.497,4727014.912
12,7509478.319,4727018.734
13,7509473.588,4727017.276
14,7509474.766,4727013.454
15,7509472.377,4727012.717
16,7509471.199,4727016.54
17,7509466.469,4727015.082
18,7509467.647,4727011.26
19,7509465.258,4727010.523
20,7509464.08,4727014.346
21,7509459.349,4727012.888
22,7509460.527,4727009.065
23,7509457.613,4727008.167
24,7509456.434,4727011.989
25,7509451.704,4727010.531
26,7509452.882,4727006.709
27,7509450.493,4727005.973
28,7509449.315,4727009.795
29,7509444.585,4727008.337
30,7509445.763,4727004.515
31,7509443.374,4727003.778
32,7509442.195,4727007.601
33,7509437.465,4727006.143
34,7509438.643,4727002.32
35,7509436.254,4727001.584
36,7509435.076,4727005.406
37,7509430.346,4727003.948
38,7509431.524,4727000.126
39,7509429.135,4726999.39
40,7509427.956,4727003.212
41,7509423.226,4727001.754
42,7509424.404,4726997.932
43,7509422.015,4726997.195
44,7509420.837,4727001.018
45,7509416.107,4726999.56
46,7509417.285,4726995.737
47,7509414.896,4726995.001
48,7509413.717,4726998.823
49,7509408.987,4726997.365
50,7509410.165,4726993.543
51,7509407.776,4726992.807
52,7509406.598,4726996.629
53,7509410.486,4726984.015
54,7509411.664,4726980.192
55,7509414.053,4726980.928
56,7509412.875,4726984.751
57,7509417.605,4726986.209
58,7509418.784,4726982.386
59,7509421.173,4726983.123
60,7509419.994,4726986.945
61,7509424.725,4726988.403
62,7509425.903,4726984.581
63,7509428.292,4726985.317
64,7509427.114,4726989.14
65,7509431.844,4726990.598
66,7509433.023,4726986.775
67,7509435.412,4726987.511
68,7509434.233,4726991.334
69,7509438.964,4726992.792
70,7509440.142,4726988.969
71,7509442.531,4726989.706
72,7509441.353,4726993.528
73,7509446.083,4726994.986
74,7509447.262,4726991.164
75,7509449.651,4726991.9
76,7509448.473,4726995.723
77,7509453.203,4726997.181
78,7509454.381,4726993.358
79,7509456.77,4726994.094
80,7509455.592,4726997.917
81,7509460.322,4726999.375
82,7509461.501,4726995.552
83,7509464.415,4726996.451
84,7509463.237,4727000.273
85,7509467.968,4727001.731
87,7509469.146,4726997.909
88,7509471.535,4726998.645
89,7509470.357,4727002.468
90,7509475.087,4727003.926
91,7509476.265,4727000.103
92,7509478.654,4727000.839
93,7509477.476,4727004.662
94,7509482.207,4727006.12
95,7509483.385,4727002.297
96,7509485.774,4727003.034
97,7509484.596,4727006.856
98,7509489.326,4727008.314
99,7509490.504,4727004.492
100,7509492.893,4727005.228
101,7509491.715,4727009.051
102,7509496.446,4727010.509
103,7509497.624,4727006.686
104,7509500.013,4727007.422
105,7509498.835,4727011.245
106,7509497.988,4727013.992
107,7509497.252,4727016.382
108,7509494.862,4727015.645
109,7509495.599,4727013.256
110,7509494.44,4727000.211
111,7509495.176,4726997.822
112,7509492.787,4726997.086
113,7509492.051,4726999.475
114,7509487.32,4726998.017
115,7509488.056,4726995.628
116,7509485.667,4726994.891
117,7509484.931,4726997.28
118,7509480.201,4726995.822
119,7509480.937,4726993.433
120,7509478.548,4726992.697
121,7509477.812,4726995.086
122,7509473.081,4726993.628
123,7509473.817,4726991.239
124,7509471.428,4726990.503
125,7509470.692,4726992.892
126,7509465.962,4726991.434
127,7509466.698,4726989.045
128,7509463.783,4726988.146
129,7509463.047,4726990.535
130,7509489.051,4726992.402
131,7509489.787,4726990.013
132,7509487.398,4726989.277
133,7509486.661,4726991.666
134,7509481.931,4726990.208
135,7509482.667,4726987.819
136,7509480.278,4726987.082
137,7509479.542,4726989.472
138,7509476.988,4726991.222
139,7509478.255,4726987.113
140,7509473.572,4726985.67
141,7509472.305,4726989.779
142,7509467.67,4726985.891
143,7509468.406,4726983.502
144,7509465.492,4726982.604
145,7509464.755,4726984.993
146,7509460.025,4726983.535
147,7509460.761,4726981.146
148,7509458.372,4726980.409
149,7509457.636,4726982.798
150,7509452.905,4726981.34
151,7509453.642,4726978.951
152,7509451.253,4726978.215
153,7509450.516,4726980.604
154,7509445.786,4726979.146
155,7509446.522,4726976.757
156,7509444.133,4726976.021
157,7509443.397,4726978.41
158,7509438.666,4726976.952
159,7509439.403,4726974.563
160,7509437.014,4726973.826
161,7509436.277,4726976.215
162,7509431.547,4726974.757
163,7509432.283,4726972.368
164,7509429.894,4726971.632
165,7509429.158,4726974.021
166,7509424.449,4726972.491
167,7509425.186,4726970.102
168,7509422.797,4726969.366
169,7509422.06,4726971.755
170,7509417.33,4726970.297
171,7509418.066,4726967.908
172,7509415.677,4726967.172
173,7509414.941,4726969.561
174,7509410.925,4726965.785
175,7509410.188,4726968.174
176,7509409.216,4726971.328
177,7509408.48,4726973.717
178,7509406.934,4726978.734
179,7509405.755,4726982.557
180,7509404.758,4726985.793
181,7509404.022,4726988.182
182,7509403.046,4726991.349
183,7509401.868,4726995.171
